# era5_prcp_-0.17_31.37  era5_prcp_-1.86_34.52  era5_prcp_-1.94_35.1  era5_prcp_-1.83_30.42
1.655 1.049 0.493 0.015
0.271 1.389 0.712 0.002
0.552 1.119 1.349 0.012
1.270 0.191 1.230 0.087
1.975 4.756 2.643 0.656
4.269 6.638 7.425 1.866
7.941 2.446 9.801 12.717
5.064 3.802 6.432 18.808
9.680 4.525 10.512 11.510
0.120 0.659 0.565 0.225
0.521 2.512 0.274 0.305
1.088 0.422 0.225 0.004
0.761 0.001 0.013 0.001
0.114 0.080 0.079 0.000
0.298 0.037 0.102 0.000
1.084 0.017 0.090 0.000
0.033 0.237 0.271 0.002
0.314 0.733 0.639 0.029
0.671 1.061 0.132 0.694
4.821 0.009 0.005 0.288
8.978 0.713 0.001 8.769
2.219 0.240 0.154 0.436
5.116 0.023 0.002 0.177
2.794 3.517 3.966 0.001
3.588 12.598 8.365 9.986
1.188 0.055 0.007 0.544
0.316 0.164 0.011 0.001
1.369 0.318 0.158 0.001
1.714 0.529 0.542 0.391
0.113 0.000 0.002 0.008
0.951 0.334 0.123 0.002
0.043 0.028 0.248 0.090
4.678 0.018 0.449 0.051
2.858 0.159 0.696 0.001
0.259 2.217 0.351 0.001
0.117 0.001 0.005 0.000
0.006 0.001 0.001 0.001
0.001 0.001 3.074 0.000
0.242 0.014 0.085 0.002
0.012 0.000 0.000 0.000
0.003 0.006 0.249 0.001
3.398 3.709 6.918 0.231
8.401 0.776 4.065 0.221
1.425 1.278 1.915 6.454
2.563 0.007 0.067 2.245
2.526 0.063 0.105 0.445
2.582 0.000 0.000 0.000
0.428 0.052 0.000 0.000
0.220 0.068 0.003 0.017
0.156 0.148 0.196 0.085
0.144 0.084 0.062 0.058
1.697 0.812 0.071 0.227
1.084 3.116 0.146 0.736
0.535 0.142 0.030 0.088
4.112 0.136 0.163 0.001
0.609 1.136 0.016 0.045
0.200 0.000 0.053 0.000
0.001 0.000 0.000 0.000
0.013 0.007 0.000 0.000
0.442 0.065 0.071 0.002
1.984 1.359 0.084 0.002
1.589 0.283 0.073 0.104
5.258 0.273 0.047 0.029
8.101 0.042 0.053 0.040
5.913 0.014 0.214 0.087
4.825 0.127 0.119 0.265
0.487 0.090 0.003 0.738
1.465 0.159 0.047 1.976
0.990 0.034 0.044 0.087
0.054 0.049 0.117 6.530
2.795 4.874 2.646 3.293
0.806 1.481 1.783 1.843
15.470 0.340 0.653 10.989
16.151 4.952 4.125 0.150
0.375 2.898 8.525 5.401
1.199 2.216 0.714 3.509
9.283 0.240 0.052 3.781
0.450 0.410 0.030 0.013
9.096 0.032 0.181 0.127
2.524 0.871 0.425 1.363
9.869 0.044 0.023 7.584
13.093 0.003 0.001 0.034
1.073 0.104 0.125 0.035
1.419 0.628 0.022 0.263
1.597 0.889 0.920 4.951
5.240 0.199 0.052 11.975
0.699 0.594 0.000 7.327
4.677 0.096 0.031 0.555
3.518 0.046 0.195 0.071
4.529 0.016 0.003 0.476
1.462 0.002 0.018 0.008
0.407 0.001 0.001 0.001
0.586 0.019 0.000 2.582
1.384 0.013 0.224 0.011
1.301 0.018 0.056 0.217
0.183 0.070 0.244 0.306
5.438 0.016 0.274 0.050
0.131 0.002 0.734 0.198
5.102 0.310 0.407 7.147
7.613 8.148 3.883 0.900
9.327 2.139 0.150 8.117
1.682 1.914 0.133 0.299
4.127 2.818 0.393 0.355
13.768 2.249 0.784 10.848
0.247 3.300 1.493 0.273
2.315 6.970 3.380 11.127
2.509 0.226 0.036 3.237
2.583 0.013 0.029 0.423
0.299 8.798 4.140 0.071
4.454 4.875 2.551 6.985
5.577 0.059 0.221 1.497
6.853 0.119 0.021 0.450
5.342 3.509 1.320 0.590
8.742 3.160 0.200 10.616
4.520 1.572 0.177 5.730
5.412 3.394 0.820 16.277
2.679 2.217 0.572 8.326
3.841 7.295 0.992 6.640
1.211 0.209 0.427 0.429
3.396 2.133 0.497 6.280
0.389 12.026 8.582 5.575
8.897 11.982 13.067 13.050
3.784 18.473 10.115 7.800
5.578 9.603 6.972 5.369
10.236 6.287 1.814 13.467
0.857 12.679 5.182 1.319
3.071 5.152 4.194 2.796
3.771 0.380 0.086 1.745
1.642 6.709 0.340 4.785
16.051 3.614 1.061 10.251
3.488 3.503 1.217 2.654
6.313 14.274 14.170 5.704
1.078 12.270 32.463 5.188
2.551 16.482 14.718 5.230
3.558 10.279 3.383 13.163
0.659 0.114 0.102 4.824
4.858 0.031 0.134 0.503
3.496 0.219 0.813 0.423
3.723 0.074 0.144 1.051
4.505 0.003 0.004 1.029
3.491 0.027 0.104 0.280
2.450 0.811 0.027 0.446
5.502 0.107 0.283 3.794
0.754 1.200 0.146 1.114
0.642 0.873 0.206 3.569
9.252 0.179 0.097 0.911
7.448 15.491 6.484 11.376
2.363 19.009 10.307 1.125
5.732 3.527 7.750 10.626
4.613 5.305 7.484 1.437
0.090 0.906 6.246 0.612
0.040 10.706 4.061 2.010
9.752 13.637 16.447 0.762
3.749 11.626 18.842 3.170
9.627 9.874 28.998 5.409
0.701 2.802 4.216 0.171
1.630 9.939 3.843 4.099
13.713 54.120 22.823 15.054
0.319 17.513 19.228 2.539
10.651 3.075 8.037 14.446
3.392 2.795 3.090 6.428
0.388 9.665 11.886 9.876
2.309 17.101 24.332 4.539
4.435 3.517 6.864 8.250
3.346 2.019 9.478 1.492
4.077 14.461 6.439 3.580
3.066 15.945 16.119 4.534
8.877 17.964 27.167 9.428
8.861 18.769 11.437 12.016
1.937 3.074 6.591 4.296
1.237 12.489 18.913 4.802
3.788 8.516 6.499 1.711
2.054 11.621 7.501 16.723
6.307 14.745 16.872 0.864
9.075 6.363 12.472 2.834
8.725 9.756 7.256 8.586
4.429 3.654 3.420 9.554
1.568 10.251 29.735 1.907
1.954 4.036 2.942 4.950
1.651 2.061 5.490 1.015
7.299 4.005 11.963 4.522
0.852 5.856 6.648 0.387
0.760 1.430 1.217 0.365
0.101 1.001 0.179 1.200
0.005 11.309 0.786 0.048
0.295 8.552 9.002 3.110
1.539 5.121 6.965 1.367
5.207 3.786 8.094 6.460
0.889 4.486 9.240 0.808
7.461 6.106 8.693 5.085
13.071 13.198 14.429 17.113
0.241 0.427 0.662 10.206
0.858 9.977 6.559 2.123
0.203 2.870 1.626 0.924
0.124 0.981 6.460 0.223
0.417 0.627 0.515 1.716
0.058 0.942 0.552 0.021
0.221 0.208 0.246 0.024
0.743 0.899 0.133 0.375
6.886 1.025 0.209 0.462
3.173 8.052 4.564 11.412
0.508 2.309 8.939 3.835
1.722 2.278 2.255 0.396
3.928 3.792 0.316 7.410
11.105 11.617 10.042 11.056
2.083 19.776 25.987 2.273
0.311 8.888 6.574 0.975
0.653 13.079 14.204 1.092
1.885 0.192 2.616 0.743
0.003 0.559 7.624 0.043
0.005 4.394 15.372 0.297
0.014 0.620 10.246 0.244
6.500 0.108 0.518 9.886
0.537 4.712 2.320 0.386
0.003 7.273 6.752 0.328
0.000 0.128 0.381 0.001
0.001 0.661 1.002 0.063
0.002 0.264 0.218 0.867
0.002 0.125 0.872 7.674
0.000 1.301 16.659 0.672
0.000 0.467 8.370 0.341
2.072 11.549 0.306 2.843
4.235 23.131 21.295 0.205
15.434 14.881 18.752 8.276
5.907 14.786 16.619 1.679
7.757 11.179 23.329 1.512
5.148 8.029 16.125 9.417
3.580 14.111 10.702 4.077
1.291 0.573 0.575 12.050
2.461 8.648 12.667 14.023
11.949 2.859 12.687 8.188
7.576 15.732 20.038 15.819
6.653 12.849 15.494 13.239
0.459 0.030 0.033 0.636
0.922 0.041 0.024 0.211
0.360 0.000 0.050 0.407
0.091 1.990 1.080 0.146
0.001 0.143 0.401 0.152
0.305 5.728 2.304 2.931
0.000 4.018 12.752 0.250
4.185 4.229 0.332 0.587
0.945 3.108 1.596 11.645
1.918 2.254 0.441 1.256
1.229 3.770 1.071 0.787
7.841 1.277 0.207 4.306
6.818 6.479 0.275 3.262
9.099 2.871 13.019 1.393
3.703 2.639 6.502 0.761
1.307 0.142 0.334 0.668
1.205 0.254 0.136 2.827
2.826 5.683 2.151 11.729
1.330 9.086 6.557 3.915
1.544 2.416 5.361 0.994
4.737 10.331 2.031 9.136
13.695 8.838 23.236 6.181
1.513 3.630 4.040 0.919
4.355 3.097 2.341 11.725
15.501 9.402 19.341 10.874
3.423 8.900 10.538 5.196
7.522 11.359 14.289 14.870
5.143 0.348 0.479 0.635
0.287 0.573 1.494 4.121
3.885 4.532 0.213 3.364
8.009 12.987 5.109 11.121
10.253 11.480 13.193 3.486
3.517 12.279 11.605 6.296
0.502 5.206 1.513 10.705
4.413 8.899 14.012 2.023
2.226 11.575 17.550 8.612
0.872 0.402 1.180 3.916
0.270 0.572 0.978 1.251
2.380 6.495 5.530 2.439
6.826 3.376 20.983 11.037
16.287 14.461 10.955 19.737
0.727 1.379 16.359 3.668
4.373 7.036 0.922 3.165
3.849 0.185 0.002 0.993
7.284 0.018 0.007 5.222
7.209 8.918 8.965 1.426
2.537 6.734 2.029 2.930
3.904 12.439 19.201 2.913
2.234 1.764 4.648 0.226
6.422 0.789 1.022 4.731
10.635 10.296 5.697 1.206
0.710 0.197 0.632 0.320
7.912 9.537 0.716 0.541
0.283 7.394 7.205 0.947
0.491 1.932 0.508 0.183
0.315 2.090 0.060 2.106
1.820 2.143 2.132 0.409
0.696 2.438 1.964 1.557
0.841 2.386 1.245 0.411
0.736 7.058 13.312 0.410
3.261 10.609 4.969 7.541
0.902 0.238 0.190 2.260
0.506 1.081 0.156 1.685
2.434 0.206 0.117 5.955
0.963 0.173 0.363 0.641
0.406 2.747 1.410 1.859
5.501 9.644 16.271 10.567
8.292 6.478 9.937 4.545
0.825 10.075 6.771 0.931
1.196 3.359 3.966 4.591
9.596 18.645 3.467 20.234
9.071 78.160 24.943 28.216
7.691 25.671 7.686 50.481
9.404 17.972 11.484 12.113
1.604 7.132 7.830 10.413
19.685 18.096 31.284 9.711
2.745 13.085 35.321 2.414
9.871 5.649 4.509 7.321
3.560 2.791 5.858 1.279
1.732 3.751 1.826 4.684
5.003 1.032 0.471 11.869
13.171 16.281 1.493 10.006
12.749 15.075 20.855 5.722
10.278 10.905 7.834 3.302
2.646 0.589 4.061 8.290
11.435 3.077 0.346 17.504
2.188 5.216 0.871 3.080
2.176 3.350 1.500 0.202
5.450 7.514 10.451 6.989
5.792 2.104 1.662 3.831
3.232 1.511 0.052 1.171
1.410 0.353 0.458 0.646
2.638 3.263 6.216 1.445
9.076 4.469 0.350 0.707
5.448 0.310 0.309 4.997
6.645 3.747 3.380 1.009
3.261 2.756 9.643 1.494
0.797 2.695 0.084 0.586
1.189 13.360 13.167 1.449
5.862 1.822 0.086 10.446
3.108 0.267 0.233 13.216
0.373 0.082 0.121 0.124
0.622 0.055 0.033 0.033
0.637 0.048 0.132 1.223
0.741 0.059 0.266 1.050
0.336 0.000 0.000 0.020
0.485 0.000 0.000 0.000
0.147 0.172 0.269 0.001
1.313 0.181 0.095 0.000
0.413 0.097 0.133 0.280
0.909 0.139 0.373 0.219
0.474 0.110 0.240 0.586
2.411 0.008 0.037 0.176
0.276 0.001 0.001 0.001
0.002 0.000 0.000 0.000
0.003 0.023 0.207 0.000
0.112 0.071 0.139 0.003
0.426 0.010 0.061 0.001
0.591 0.007 0.071 0.005
0.167 0.000 0.000 0.000
0.460 0.002 0.002 0.081
0.158 0.190 0.043 0.000
7.338 0.176 0.049 0.052
0.671 0.333 0.085 0.011
1.280 0.718 2.678 0.442
5.935 0.258 0.262 13.716
8.414 7.455 4.800 1.872
16.092 2.871 8.886 13.982
0.625 0.597 7.316 1.389
0.723 0.125 0.655 0.015
0.284 0.312 1.659 0.005
0.025 0.139 0.356 0.003
0.005 0.109 0.173 0.001
0.620 0.109 0.101 0.050
0.808 0.561 0.928 0.065
0.511 0.061 0.420 0.080
6.299 2.671 9.463 0.125
0.738 0.848 0.514 0.027
6.416 0.007 0.015 0.156
0.197 0.008 0.030 0.172
0.027 0.264 0.055 0.013
0.184 0.012 0.024 0.003
0.491 0.006 0.013 0.067
0.362 0.005 0.002 0.011
0.264 0.000 0.000 0.001
0.176 0.072 0.067 0.033
0.641 0.101 0.076 0.041
0.298 0.006 0.106 0.007
0.022 0.042 0.286 0.000
0.109 0.256 0.900 0.012
0.379 0.271 0.647 0.026
0.388 0.826 0.241 0.004
0.459 0.032 0.010 0.000
0.394 0.003 0.003 0.005
0.407 2.118 0.588 0.487
4.088 0.177 0.276 0.124
2.159 0.006 0.085 0.159
0.482 3.098 0.586 0.016
1.012 0.074 0.133 0.001
0.658 0.406 0.369 0.183
5.196 0.044 0.015 3.083
0.001 0.002 0.140 0.001
0.000 0.000 0.000 0.000
0.083 0.000 0.000 0.054
0.045 0.075 0.137 0.007
1.227 0.643 1.397 0.013
0.102 0.519 2.118 0.005
0.361 0.033 0.044 0.011
0.169 0.030 0.114 0.001
0.006 0.000 0.000 0.000
0.000 0.000 0.000 0.000
0.008 0.022 0.108 0.001
0.007 0.074 0.051 0.001
0.466 1.620 0.961 0.002
4.598 0.131 0.017 0.002
0.684 0.059 0.351 0.012
0.227 0.001 0.001 0.001
0.000 0.000 0.000 0.000
0.000 0.000 0.000 0.000
0.001 0.001 0.042 0.001
0.421 0.159 0.023 0.002
0.335 0.001 0.001 0.001
0.406 0.021 0.035 0.053
2.238 0.257 0.060 0.396
0.273 0.002 0.006 0.004
0.089 0.000 0.001 0.000
1.108 0.001 0.000 0.002
4.673 0.616 5.379 0.481
1.899 0.259 1.026 0.068
4.271 3.199 7.247 0.281
3.421 1.271 2.458 1.090
0.915 0.074 0.076 1.312
0.427 0.085 0.317 0.000
8.005 0.074 0.176 0.089
0.642 0.438 0.442 0.103
4.606 0.214 0.114 0.903
1.115 0.174 0.087 5.198
7.277 0.148 0.351 0.059
1.882 0.036 0.132 0.002
1.392 0.219 0.204 0.005
0.687 0.940 0.353 0.344
6.619 0.043 0.205 0.981
0.508 0.003 0.017 0.655
0.202 0.329 0.300 0.332
0.480 0.007 0.006 1.054
0.384 1.636 2.860 0.190
5.733 0.514 0.126 8.543
0.671 0.007 0.027 0.576
2.809 0.000 0.000 0.000
0.033 0.216 0.259 0.000
0.077 0.906 2.489 0.001
0.018 0.814 0.862 0.016
24.418 1.062 3.426 0.911
7.927 3.317 0.173 5.603
7.505 0.015 0.292 7.308
5.007 1.129 0.029 3.688
2.735 0.021 0.028 0.008
6.225 0.053 0.141 0.258
4.137 0.533 0.127 6.601
4.997 0.000 0.000 0.097
5.722 0.025 0.195 0.343
0.562 0.015 0.241 0.573
0.539 0.000 0.001 0.141
0.319 0.000 0.007 0.160
0.074 0.004 0.003 0.024
0.742 0.100 0.588 0.000
0.873 0.038 0.281 0.028
5.371 0.759 2.189 1.054
7.043 2.222 0.152 7.594
6.605 0.888 0.000 0.611
1.111 2.834 0.041 0.105
21.393 1.556 4.882 17.892
2.698 5.788 7.365 1.208
7.519 1.728 1.794 6.729
3.935 5.123 3.852 0.116
5.103 0.301 0.049 4.379
3.445 3.191 0.749 11.254
5.110 0.355 0.144 4.668
4.902 0.017 0.007 0.775
4.498 0.028 0.012 0.275
0.254 0.032 0.007 3.503
0.352 0.010 0.157 0.255
0.570 0.001 0.037 0.515
1.469 0.000 0.011 0.165
2.631 0.042 0.101 0.999
5.692 0.058 0.171 0.228
0.832 9.471 3.647 0.496
1.198 0.290 0.044 0.903
6.771 0.505 0.443 6.756
1.307 1.934 0.096 2.359
3.069 0.366 0.118 1.009
2.272 0.000 0.002 0.512
0.048 1.230 0.972 0.644
0.812 0.589 0.130 0.677
5.846 2.998 0.164 2.863
6.571 0.667 4.132 1.926
3.968 16.890 9.918 14.805
1.791 4.952 2.156 4.046
3.002 0.090 0.108 15.625
8.658 0.921 0.144 0.942
0.191 0.105 0.041 0.044
6.891 0.257 2.266 5.200
1.653 1.640 0.929 11.492
2.460 4.878 9.823 6.026
7.391 0.528 0.722 8.206
9.069 2.671 0.331 20.407
7.258 0.198 0.209 16.075
5.033 1.264 0.257 12.140
2.276 0.010 0.177 0.553
1.198 0.001 0.036 0.274
1.343 0.012 0.429 0.086
3.069 0.743 0.327 4.286
1.467 3.318 1.667 0.229
15.114 6.700 3.395 23.895
2.673 9.419 6.336 1.464
4.321 1.249 0.126 4.721
10.422 6.163 1.479 13.308
6.074 11.058 34.411 12.072
2.590 32.300 7.161 2.374
3.998 5.027 3.045 0.372
1.195 5.746 0.549 11.265
7.527 14.195 22.622 2.399
2.505 32.898 23.797 13.067
9.182 10.777 33.437 15.317
3.325 18.975 22.002 2.389
1.349 23.356 6.536 11.331
1.407 6.354 11.131 0.176
4.225 13.998 0.572 0.306
1.370 5.310 5.344 10.751
1.055 0.915 1.179 1.389
0.864 0.595 0.253 0.724
1.187 3.084 1.537 0.384
6.666 16.681 10.053 14.086
0.073 0.645 0.294 0.327
1.728 2.985 1.911 0.195
8.167 6.287 6.823 7.604
7.585 16.554 17.075 6.976
0.847 0.598 3.235 0.883
0.594 7.198 7.684 1.712
1.576 7.083 14.052 7.508
0.414 1.614 0.191 8.597
6.542 6.859 0.725 1.128
1.182 1.726 0.406 9.484
1.019 6.783 7.846 2.610
2.541 10.387 10.342 0.693
2.590 4.272 5.802 0.292
6.150 8.434 8.575 0.082
0.935 1.329 2.179 1.186
4.590 7.258 5.538 4.971
0.442 0.371 0.180 0.541
0.205 0.569 0.206 0.731
0.031 2.450 0.497 0.609
0.726 0.036 0.050 0.321
0.066 4.820 0.395 0.043
0.001 14.678 2.832 0.327
3.186 6.326 4.680 9.857
2.488 10.415 23.288 9.498
3.446 2.948 3.243 6.339
5.798 2.800 0.343 0.201
11.118 1.041 1.260 3.841
0.439 1.296 0.347 0.163
1.595 7.189 10.419 10.231
2.607 0.927 1.170 2.528
0.844 5.835 2.780 10.997
5.177 1.482 0.256 7.937
0.047 0.173 0.391 0.224
0.005 0.374 0.002 0.150
0.817 0.304 0.326 0.538
2.367 18.182 53.920 8.076
9.610 20.641 22.026 13.761
1.399 10.875 16.985 3.152
0.490 8.871 3.028 8.639
0.988 0.749 0.072 0.772
0.301 0.213 0.107 0.114
1.138 2.035 1.528 0.579
0.058 0.017 0.254 0.015
0.007 3.720 8.157 2.310
0.087 8.741 8.983 11.170
4.070 6.292 4.042 1.917
3.090 5.537 6.884 0.753
2.529 3.201 15.268 0.636
8.152 1.981 5.920 2.077
3.437 8.647 14.166 5.847
0.873 12.773 17.207 8.667
5.883 11.280 31.727 11.612
0.840 1.182 3.494 0.329
0.686 9.310 3.595 6.186
0.877 6.389 7.339 0.075
5.585 7.884 16.666 0.895
0.397 1.615 0.452 0.340
0.153 1.042 0.189 0.327
7.668 0.767 0.939 1.041
3.753 0.730 0.115 1.324
0.889 0.917 1.138 1.749
2.017 0.045 0.061 0.562
0.685 0.019 0.014 0.206
0.184 0.680 0.145 0.019
0.151 1.758 0.548 0.068
3.313 2.933 0.306 1.088
0.079 0.166 0.011 0.184
0.003 0.001 0.001 0.017
0.225 0.169 0.041 0.008
0.300 0.602 0.059 1.450
6.847 1.048 1.853 8.753
1.206 0.089 0.628 10.034
0.017 5.536 12.470 3.488
0.038 5.620 7.106 1.742
0.001 2.229 9.896 1.609
0.012 14.577 17.235 0.313
14.438 7.305 11.103 12.170
12.429 8.994 10.548 9.178
1.904 0.717 10.880 12.615
5.282 2.718 3.656 11.529
0.842 1.908 2.632 3.963
3.282 1.619 1.299 4.820
1.262 2.592 11.259 5.678
2.227 0.048 0.078 0.275
7.300 0.934 0.326 4.684
0.396 0.585 0.770 0.756
0.100 1.453 3.567 0.866
0.001 10.127 7.339 0.316
0.028 6.624 15.881 0.951
2.214 0.508 1.077 2.240
0.031 5.559 1.690 0.453
1.331 0.186 0.080 0.126
0.242 0.493 0.172 0.131
0.016 0.322 0.303 0.335
0.008 0.087 0.010 0.209
2.056 0.018 0.015 1.815
2.996 1.397 0.385 7.675
2.610 16.518 11.343 8.465
4.609 12.516 25.343 6.539
0.166 3.679 13.353 2.588
0.966 4.138 12.137 0.792
0.433 1.424 0.188 1.634
6.436 11.029 5.423 12.028
1.471 2.323 0.529 0.782
0.478 0.002 0.002 0.345
0.180 0.002 0.002 0.098
0.191 0.000 0.000 0.096
0.411 0.002 0.002 0.052
0.379 0.002 0.002 0.078
2.682 0.023 0.092 0.327
8.417 0.343 0.170 3.317
7.872 0.022 0.030 5.356
1.239 0.184 0.116 0.559
5.461 0.021 0.024 0.429
4.569 0.608 0.357 0.182
5.925 2.946 0.440 17.139
0.249 0.079 0.071 9.105
7.231 0.054 0.547 2.454
0.992 0.407 0.138 11.465
0.104 0.001 0.006 0.158
0.364 2.621 1.986 0.386
2.522 1.078 5.947 1.735
0.586 3.135 3.877 0.019
1.273 6.516 11.984 0.262
13.494 10.832 24.431 17.691
6.886 10.064 16.699 4.517
2.398 1.925 1.763 0.669
0.859 6.687 9.996 3.856
7.749 3.133 9.337 18.509
2.130 12.663 5.933 4.507
9.296 14.407 13.247 2.468
0.155 22.803 7.754 0.117
1.811 0.689 0.885 0.615
6.720 4.808 6.657 9.219
0.267 11.012 10.223 0.539
0.740 14.311 16.511 0.766
2.803 1.284 0.248 4.394
5.132 1.493 0.677 15.135
28.358 3.460 0.902 8.043
0.303 4.393 13.999 3.936
0.977 4.950 8.074 5.607
0.827 0.958 0.367 1.408
1.606 0.083 0.314 7.759
1.451 0.341 0.215 6.584
1.284 2.575 0.082 10.328
1.943 1.083 0.304 3.884
0.691 4.941 1.036 2.741
0.556 3.246 1.922 2.471
0.349 2.211 0.227 8.142
1.861 5.943 2.157 14.260
11.801 10.366 7.549 9.227
0.327 3.487 0.674 1.180
1.134 1.181 1.890 0.772
4.639 0.648 0.072 0.750
0.448 0.166 0.049 0.719
2.860 2.551 0.080 1.282
2.677 2.690 0.364 8.766
1.617 0.924 0.509 1.234
1.760 6.103 0.268 4.438
0.700 4.794 3.434 7.303
2.649 2.880 3.975 13.716
3.709 0.576 14.615 12.685
4.102 14.942 12.600 1.631
16.566 7.898 12.561 14.598
21.896 4.105 6.763 11.413
17.338 14.480 6.234 7.880
10.838 6.652 15.456 32.040
0.691 11.538 10.700 5.893
7.826 0.345 0.443 1.698
8.930 13.969 7.170 9.894
4.295 1.125 0.676 5.631
0.328 0.105 0.151 1.026
1.925 0.149 0.464 1.211
7.237 0.056 0.358 1.246
5.329 0.241 0.309 0.842
1.321 0.206 0.125 0.668
0.850 0.128 0.178 0.430
0.803 0.159 0.364 0.579
0.715 0.062 0.538 0.476
0.317 0.021 0.628 0.033
0.009 1.412 1.544 0.002
0.285 2.009 0.599 0.029
0.713 0.032 0.010 0.961
0.362 0.779 2.301 0.267
0.411 1.353 1.261 0.021
1.303 0.842 1.172 0.398
0.844 0.153 0.327 0.033
1.137 0.001 0.001 0.009
0.520 0.049 0.192 0.000
1.128 0.321 1.335 0.182
0.570 0.012 0.193 0.018
2.582 0.129 0.128 0.111
2.888 0.080 0.200 0.109
1.013 0.002 0.000 0.037
0.825 0.000 0.000 0.004
0.016 0.000 0.000 0.024
0.201 0.000 0.062 0.011
0.000 0.027 0.187 0.000
0.009 0.023 0.187 0.000
0.003 0.048 0.049 0.001
0.466 0.030 0.186 0.125
0.006 0.343 0.466 0.036
4.189 1.572 0.029 0.011
0.584 6.502 2.835 0.129
3.063 9.127 12.396 1.302
9.155 0.379 0.280 0.625
0.744 0.040 0.035 0.225
0.438 0.076 0.029 0.019
0.431 0.010 0.000 0.040
0.808 0.041 0.003 0.020
0.704 0.005 0.002 0.002
0.051 0.005 0.116 0.038
0.022 0.010 0.102 0.001
0.006 0.001 0.000 0.000
0.079 0.206 0.017 0.004
0.440 0.163 0.431 0.038
0.665 0.888 0.485 0.086
0.304 0.483 1.204 0.011
0.748 0.174 0.960 0.069
0.530 0.422 0.365 0.009
0.014 0.311 0.523 0.002
0.129 0.966 0.391 0.001
0.000 0.102 0.170 0.000
0.081 1.883 0.075 0.001
0.117 8.713 1.965 0.003
0.393 2.568 4.014 0.008
1.324 0.166 0.017 0.010
0.115 0.352 0.032 0.001
0.038 0.231 1.298 0.002
5.393 0.043 3.017 0.011
0.430 2.297 1.144 1.733
2.272 0.123 0.050 1.696
0.529 0.003 0.088 0.314
0.001 0.001 0.008 0.001
0.002 0.010 0.046 0.002
0.051 0.000 0.062 0.000
0.000 0.001 0.153 0.000
0.006 0.000 0.000 0.000
0.002 0.000 0.000 0.000
0.001 0.001 0.085 0.001
0.008 0.001 0.028 0.001
0.001 0.001 0.003 0.001
0.001 0.002 0.001 0.001
0.000 1.125 0.113 0.000
0.001 0.407 0.173 0.001
0.003 0.330 0.011 0.004
0.022 0.001 0.005 0.001
0.003 0.003 0.003 0.003
0.000 0.016 0.001 0.000
0.002 0.001 0.037 0.001
4.503 0.396 1.873 0.020
1.663 0.035 0.258 0.210
0.384 0.059 0.169 0.064
0.886 0.052 0.184 0.067
0.948 0.000 0.054 0.051
0.389 0.269 2.732 0.004
1.026 1.246 6.483 1.897
5.698 7.621 3.761 4.263
0.796 4.348 14.158 1.367
7.510 2.606 1.247 8.967
1.040 8.526 8.651 9.715
11.008 1.558 0.195 8.818
0.205 0.000 0.000 0.082
0.546 0.043 0.205 0.002
8.497 0.015 0.028 0.058
4.985 0.057 0.030 0.052
0.225 0.237 0.390 0.308
0.087 2.069 0.276 0.220
0.282 0.674 0.317 2.166
2.648 0.031 0.027 0.314
0.615 0.003 0.018 0.270
2.925 0.002 0.002 0.002
0.415 0.003 0.040 0.003
0.321 0.001 0.111 0.001
0.140 0.003 0.005 0.002
0.000 0.000 0.000 0.000
0.010 0.003 0.003 0.003
1.985 2.107 1.632 0.002
3.315 1.192 0.140 1.366
6.020 1.325 1.412 1.261
8.597 0.042 0.019 10.002
4.569 0.144 0.072 0.155
2.148 0.001 0.012 0.357
0.284 0.119 0.092 0.017
2.077 0.323 0.125 0.899
3.565 0.095 0.362 0.201
3.146 0.253 1.008 10.164
6.021 0.032 0.082 0.913
0.630 0.005 0.023 0.205
0.244 0.043 0.099 0.003
0.189 0.080 0.073 0.005
2.549 0.046 0.217 0.517
0.391 0.068 0.027 0.055
0.450 0.504 0.785 0.145
4.372 0.384 0.582 2.011
2.176 9.091 0.889 17.196
29.834 26.186 17.761 15.303
1.538 0.563 0.007 0.774
0.366 0.038 0.003 0.048
1.284 1.001 0.199 0.135
1.440 1.087 0.106 5.970
3.085 0.471 0.069 2.835
7.344 1.653 0.436 0.118
2.478 0.960 0.109 3.046
2.996 0.199 0.322 6.776
4.954 1.353 0.385 0.514
3.665 0.015 0.070 0.117
0.456 0.030 0.083 0.226
2.911 0.018 0.156 0.560
0.392 0.668 0.099 0.658
1.503 0.006 0.762 0.071
8.451 2.681 0.818 0.379
1.022 4.590 0.084 4.357
0.745 3.401 0.163 13.065
0.063 0.959 1.508 0.519
0.111 0.086 0.000 0.128
0.005 0.005 0.003 0.014
1.088 0.913 0.202 1.321
2.367 0.234 0.629 1.069
14.042 0.217 0.001 11.126
2.595 0.001 0.001 0.036
0.015 0.301 0.125 0.000
1.161 2.111 3.368 0.213
8.768 0.054 0.042 4.305
0.196 0.502 0.026 0.589
4.034 8.616 4.654 0.122
4.545 2.814 0.602 10.454
4.049 1.266 0.339 13.526
5.227 0.253 0.073 1.149
5.821 0.108 0.304 8.878
0.767 1.335 2.580 0.130
0.176 0.770 0.262 0.169
0.225 0.073 0.396 0.491
0.575 0.022 0.006 0.392
0.282 0.019 0.127 0.028
2.627 0.326 0.048 0.983
0.721 0.385 0.031 10.789
1.967 0.018 0.051 0.151
3.255 8.773 12.434 0.257
4.544 4.644 5.564 6.590
1.182 0.221 0.064 5.012
9.095 7.931 2.808 6.314
0.669 4.758 0.574 10.070
2.531 0.974 0.452 4.881
